prod_id,prod_name,customer_review,customer_rating
itm07b612ce013a9,product reviews,Pretty good,4.0
itm07b612ce013a9,product reviews,Wonderful,4.0
itm07b612ce013a9,product reviews,Awesome,5.0
itm07b612ce013a9,product reviews,Good quality product,4.0
itm07b612ce013a9,product reviews,Value-for-money,4.0
itm07b612ce013a9,product reviews,Terrific,5.0
itm07b612ce013a9,product reviews,Classy product,5.0
itm07b612ce013a9,product reviews,Good choice,4.0
itm07b612ce013a9,product reviews,Worth every penny,5.0
itm07b612ce013a9,product reviews,Brilliant,5.0
itm07b612ce013a9,product reviews,Highly recommended,5.0
itm07b612ce013a9,product reviews,Wonderful,5.0
itm07b612ce013a9,product reviews,Wonderful,5.0
itm07b612ce013a9,product reviews,Nice product,4.0
itm07b612ce013a9,product reviews,Great product,5.0
itm07b612ce013a9,product reviews,Classy product,5.0
itm07b612ce013a9,product reviews,Brilliant,5.0
itm07b612ce013a9,product reviews,Must buy!,5.0
itm07b612ce013a9,product reviews,Terrific purchase,5.0
itm07b612ce013a9,product reviews,Best in the market!,5.0
