prod_id,prod_name,customer_review,customer_rating
itm29043f3161d4e,product reviews,Excellent,5.0
itm29043f3161d4e,product reviews,Very Good,4.0
itm29043f3161d4e,product reviews,Worth every penny,5.0
itm29043f3161d4e,product reviews,Wonderful,5.0
itm29043f3161d4e,product reviews,Worth every penny,5.0
itm29043f3161d4e,product reviews,Awesome,5.0
itm29043f3161d4e,product reviews,Not good,2.0
itm29043f3161d4e,product reviews,Expected a better product,1.0
itm29043f3161d4e,product reviews,Useless product,1.0
itm29043f3161d4e,product reviews,Very poor,1.0
